Property ID,Real Estate Home Knowledge,Distress_Score,Investor_Insights
1116,9,100.0,High chance of foreclosure
1117,8,100.0,High chance of foreclosure
1118,9,100.0,"High chance of foreclosure, Unpaid taxes"
1119,0,100.0,"High chance of foreclosure, Unpaid taxes"
1120,3,100.0,"High chance of foreclosure, Unpaid taxes"
1121,9,100.0,High chance of foreclosure
1122,2,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1123,5,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1124,9,100.0,"High chance of foreclosure, Unpaid taxes"
1125,3,100.0,High chance of foreclosure
1126,2,99.0,High chance of foreclosure
1127,7,100.0,"High chance of foreclosure, Unpaid taxes"
1128,0,100.0,High chance of foreclosure
1129,7,100.0,High chance of foreclosure
1130,2,100.0,High chance of foreclosure
1131,2,100.0,"High chance of foreclosure, Unpaid taxes"
1132,7,100.0,High chance of foreclosure
1133,1,100.0,"High chance of foreclosure, Negative equity"
1134,5,100.0,"High chance of foreclosure, Unpaid taxes"
1135,6,100.0,"High chance of foreclosure, Unpaid taxes"
1136,5,100.0,"High chance of foreclosure, Negative equity"
1137,0,100.0,High chance of foreclosure
1138,0,100.0,"High chance of foreclosure, Unpaid taxes"
1139,8,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1140,6,100.0,"High chance of foreclosure, Unpaid taxes"
1141,8,100.0,"High chance of foreclosure, Unpaid taxes"
1142,2,100.0,High chance of foreclosure
1143,6,100.0,"High chance of foreclosure, Unpaid taxes"
1144,3,100.0,High chance of foreclosure
1145,5,100.0,High chance of foreclosure
1146,9,100.0,High chance of foreclosure
1147,1,100.0,High chance of foreclosure
1148,6,100.0,"High chance of foreclosure, Unpaid taxes"
1149,4,100.0,"High chance of foreclosure, Unpaid taxes"
1150,6,100.0,"High chance of foreclosure, Unpaid taxes"
1151,0,100.0,"High chance of foreclosure, Unpaid taxes"
1152,7,100.0,"High chance of foreclosure, Unpaid taxes"
1153,4,100.0,"High chance of foreclosure, Negative equity"
1154,8,100.0,"High chance of foreclosure, Unpaid taxes"
1155,8,99.5,"High chance of foreclosure, Unpaid taxes"
1156,8,99.0,High chance of foreclosure
1157,3,100.0,"High chance of foreclosure, Unpaid taxes"
1158,7,100.0,"High chance of foreclosure, Unpaid taxes"
1159,3,100.0,"High chance of foreclosure, Negative equity"
1160,8,100.0,"High chance of foreclosure, Unpaid taxes"
1161,1,100.0,High chance of foreclosure
1162,8,100.0,"High chance of foreclosure, Unpaid taxes"
1163,0,100.0,High chance of foreclosure
1164,9,100.0,"High chance of foreclosure, Unpaid taxes"
1165,6,100.0,High chance of foreclosure
1166,3,100.0,"High chance of foreclosure, Negative equity"
1167,6,100.0,"High chance of foreclosure, Unpaid taxes"
1168,8,100.0,"High chance of foreclosure, Unpaid taxes"
1169,4,100.0,High chance of foreclosure
1170,2,100.0,"High chance of foreclosure, Unpaid taxes"
1171,4,100.0,"High chance of foreclosure, Unpaid taxes"
1172,2,99.5,High chance of foreclosure
1173,8,100.0,High chance of foreclosure
1174,9,100.0,High chance of foreclosure
1176,8,100.0,"High chance of foreclosure, Unpaid taxes"
1177,6,100.0,High chance of foreclosure
1178,1,100.0,"High chance of foreclosure, Unpaid taxes"
1179,0,100.0,"High chance of foreclosure, Unpaid taxes"
1180,4,100.0,High chance of foreclosure
1181,5,100.0,"High chance of foreclosure, Negative equity"
1182,0,99.5,High chance of foreclosure
1183,1,100.0,High chance of foreclosure
1184,4,100.0,High chance of foreclosure
1185,6,100.0,High chance of foreclosure
1186,0,100.0,"High chance of foreclosure, Unpaid taxes"
1188,4,100.0,"High chance of foreclosure, Negative equity"
1189,1,100.0,"High chance of foreclosure, Unpaid taxes"
1190,0,100.0,High chance of foreclosure
1191,1,100.0,High chance of foreclosure
1192,7,100.0,"High chance of foreclosure, Unpaid taxes"
1193,3,100.0,"High chance of foreclosure, Negative equity"
1194,7,100.0,"High chance of foreclosure, Unpaid taxes"
1195,3,100.0,High chance of foreclosure
1196,6,100.0,"High chance of foreclosure, Unpaid taxes"
1197,3,100.0,High chance of foreclosure
1198,4,100.0,"High chance of foreclosure, Unpaid taxes"
1199,1,100.0,"High chance of foreclosure, Unpaid taxes"
1200,3,100.0,High chance of foreclosure
1201,0,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1202,4,100.0,High chance of foreclosure
1203,6,100.0,High chance of foreclosure
1204,0,100.0,High chance of foreclosure
1205,3,100.0,"High chance of foreclosure, Unpaid taxes"
1206,5,100.0,High chance of foreclosure
1207,7,100.0,High chance of foreclosure
1208,9,100.0,High chance of foreclosure
1209,7,100.0,"High chance of foreclosure, Unpaid taxes"
1210,5,100.0,High chance of foreclosure
1211,0,100.0,"High chance of foreclosure, Unpaid taxes"
1212,5,100.0,"High chance of foreclosure, Unpaid taxes"
1213,8,100.0,"High chance of foreclosure, Unpaid taxes"
1214,4,100.0,"High chance of foreclosure, Unpaid taxes"
1215,8,100.0,"High chance of foreclosure, Unpaid taxes"
1216,0,100.0,"High chance of foreclosure, Unpaid taxes"
1217,9,100.0,"High chance of foreclosure, Unpaid taxes"
1218,5,99.5,"High chance of foreclosure, Unpaid taxes"
1219,8,100.0,"High chance of foreclosure, Unpaid taxes"
1220,1,100.0,High chance of foreclosure
1221,2,100.0,"High chance of foreclosure, Unpaid taxes"
1222,3,100.0,"High chance of foreclosure, Unpaid taxes"
1223,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1224,1,100.0,High chance of foreclosure
1225,7,99.0,High chance of foreclosure
1226,3,100.0,"High chance of foreclosure, Negative equity"
1227,7,100.0,High chance of foreclosure
1228,2,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1229,7,100.0,"High chance of foreclosure, Negative equity"
1230,1,99.5,High chance of foreclosure
1231,5,100.0,"High chance of foreclosure, Unpaid taxes"
1232,1,100.0,"High chance of foreclosure, Unpaid taxes"
1233,9,100.0,High chance of foreclosure
1234,7,100.0,High chance of foreclosure
1235,8,100.0,High chance of foreclosure
1236,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1237,9,100.0,"High chance of foreclosure, Unpaid taxes"
1238,6,100.0,"High chance of foreclosure, Unpaid taxes"
1239,3,99.5,"High chance of foreclosure, Unpaid taxes"
1240,7,100.0,High chance of foreclosure
1241,9,99.5,High chance of foreclosure
1242,5,100.0,"High chance of foreclosure, Negative equity"
1243,4,100.0,High chance of foreclosure
1244,9,100.0,High chance of foreclosure
1245,1,100.0,High chance of foreclosure
1246,6,100.0,"High chance of foreclosure, Unpaid taxes"
1247,0,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1248,6,100.0,High chance of foreclosure
1249,7,100.0,"High chance of foreclosure, Unpaid taxes"
1250,7,100.0,High chance of foreclosure
1252,7,100.0,"High chance of foreclosure, Negative equity"
1253,3,100.0,"High chance of foreclosure, Unpaid taxes"
1254,0,100.0,"High chance of foreclosure, Unpaid taxes"
1255,2,100.0,High chance of foreclosure
1256,5,100.0,"High chance of foreclosure, Unpaid taxes"
1257,5,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1258,7,100.0,"High chance of foreclosure, Unpaid taxes"
1259,1,100.0,"High chance of foreclosure, Unpaid taxes"
1260,3,100.0,"High chance of foreclosure, Unpaid taxes"
1261,4,99.5,High chance of foreclosure
1262,1,100.0,High chance of foreclosure
1263,8,100.0,"High chance of foreclosure, Unpaid taxes"
1264,0,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1265,9,100.0,High chance of foreclosure
1266,5,100.0,"High chance of foreclosure, Unpaid taxes"
1267,9,100.0,"High chance of foreclosure, Unpaid taxes"
1268,7,99.5,"High chance of foreclosure, Negative equity"
1269,4,100.0,"High chance of foreclosure, Unpaid taxes"
1270,5,100.0,"High chance of foreclosure, Negative equity"
1271,3,100.0,"High chance of foreclosure, Unpaid taxes"
1272,8,100.0,"High chance of foreclosure, Unpaid taxes"
1273,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1274,5,100.0,"High chance of foreclosure, Negative equity"
1275,4,100.0,"High chance of foreclosure, Unpaid taxes"
1276,6,100.0,"High chance of foreclosure, Unpaid taxes"
1277,7,100.0,"High chance of foreclosure, Negative equity"
1278,5,100.0,"High chance of foreclosure, Unpaid taxes"
1279,7,100.0,High chance of foreclosure
1280,1,100.0,"High chance of foreclosure, Unpaid taxes"
1281,9,100.0,High chance of foreclosure
1282,7,100.0,"High chance of foreclosure, Unpaid taxes"
1283,7,100.0,"High chance of foreclosure, Unpaid taxes"
1285,4,99.5,"High chance of foreclosure, Unpaid taxes"
1286,5,100.0,"High chance of foreclosure, Unpaid taxes"
1287,1,99.0,High chance of foreclosure
1288,5,100.0,High chance of foreclosure
1289,8,100.0,"High chance of foreclosure, Unpaid taxes"
1290,8,100.0,High chance of foreclosure
1291,1,100.0,High chance of foreclosure
1292,6,100.0,"High chance of foreclosure, Unpaid taxes"
1293,3,100.0,"High chance of foreclosure, Unpaid taxes"
1294,1,100.0,"High chance of foreclosure, Unpaid taxes"
1295,6,100.0,High chance of foreclosure
1296,4,100.0,"High chance of foreclosure, Unpaid taxes"
1297,7,100.0,"High chance of foreclosure, Unpaid taxes"
1298,2,100.0,High chance of foreclosure
1299,6,100.0,"High chance of foreclosure, Unpaid taxes"
1300,0,100.0,"High chance of foreclosure, Unpaid taxes"
1301,4,100.0,"High chance of foreclosure, Negative equity"
1302,2,100.0,"High chance of foreclosure, Unpaid taxes"
1303,0,100.0,"High chance of foreclosure, Unpaid taxes"
1304,6,100.0,"High chance of foreclosure, Negative equity"
1305,2,100.0,"High chance of foreclosure, Unpaid taxes"
1306,3,100.0,"High chance of foreclosure, Unpaid taxes"
1307,1,100.0,High chance of foreclosure
1308,8,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1309,3,100.0,"High chance of foreclosure, Unpaid taxes"
1310,1,100.0,"High chance of foreclosure, Unpaid taxes"
1311,5,100.0,"High chance of foreclosure, Negative equity"
1312,1,100.0,High chance of foreclosure
1313,2,100.0,"High chance of foreclosure, Unpaid taxes"
1314,3,100.0,"High chance of foreclosure, Negative equity"
1315,9,100.0,High chance of foreclosure
1316,0,100.0,High chance of foreclosure
1317,7,100.0,High chance of foreclosure
1318,2,100.0,"High chance of foreclosure, Unpaid taxes"
1319,7,99.0,High chance of foreclosure
1320,3,100.0,High chance of foreclosure
1321,2,100.0,"High chance of foreclosure, Negative equity"
1322,3,100.0,"High chance of foreclosure, Negative equity"
1323,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1324,4,100.0,High chance of foreclosure
1325,0,100.0,High chance of foreclosure
1326,9,100.0,High chance of foreclosure
1327,4,100.0,High chance of foreclosure
1328,5,100.0,"High chance of foreclosure, Unpaid taxes"
1329,6,100.0,"High chance of foreclosure, Unpaid taxes"
1330,9,100.0,High chance of foreclosure
1331,3,100.0,"High chance of foreclosure, Negative equity"
1332,2,100.0,High chance of foreclosure
1333,8,100.0,High chance of foreclosure
1334,7,100.0,"High chance of foreclosure, Negative equity"
1335,6,100.0,High chance of foreclosure
1336,0,100.0,"High chance of foreclosure, Unpaid taxes"
1337,0,100.0,High chance of foreclosure
1338,3,99.5,"High chance of foreclosure, Negative equity"
1339,1,100.0,"High chance of foreclosure, Negative equity"
1340,7,100.0,High chance of foreclosure
1341,5,100.0,"High chance of foreclosure, Unpaid taxes"
1342,9,100.0,High chance of foreclosure
1343,4,100.0,"High chance of foreclosure, Unpaid taxes"
1344,7,99.0,High chance of foreclosure
1345,3,100.0,High chance of foreclosure
1346,0,100.0,High chance of foreclosure
1347,2,100.0,High chance of foreclosure
1348,2,100.0,"High chance of foreclosure, Unpaid taxes"
1349,2,100.0,"High chance of foreclosure, Unpaid taxes"
1350,9,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1351,3,100.0,"High chance of foreclosure, Unpaid taxes"
1352,9,100.0,High chance of foreclosure
1353,2,100.0,"High chance of foreclosure, Unpaid taxes"
1354,2,100.0,High chance of foreclosure
1355,1,100.0,High chance of foreclosure
1356,4,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1357,9,100.0,"High chance of foreclosure, Unpaid taxes"
1358,7,100.0,High chance of foreclosure
1359,0,100.0,High chance of foreclosure
1360,6,100.0,High chance of foreclosure
1361,4,100.0,"High chance of foreclosure, Unpaid taxes"
1362,4,100.0,"High chance of foreclosure, Unpaid taxes"
1363,3,100.0,"High chance of foreclosure, Unpaid taxes"
1364,2,100.0,High chance of foreclosure
1365,6,100.0,"High chance of foreclosure, Unpaid taxes"
1366,9,100.0,"High chance of foreclosure, Unpaid taxes"
1367,8,100.0,High chance of foreclosure
1368,3,100.0,"High chance of foreclosure, Unpaid taxes"
1369,4,100.0,"High chance of foreclosure, Unpaid taxes"
1370,1,100.0,High chance of foreclosure
1371,5,100.0,High chance of foreclosure
1372,1,100.0,High chance of foreclosure
1373,5,100.0,"High chance of foreclosure, Negative equity"
1374,0,100.0,High chance of foreclosure
1375,7,100.0,"High chance of foreclosure, Unpaid taxes"
1376,9,100.0,High chance of foreclosure
1377,4,100.0,High chance of foreclosure
1378,7,100.0,"High chance of foreclosure, Unpaid taxes"
1379,9,100.0,"High chance of foreclosure, Unpaid taxes"
1380,5,100.0,High chance of foreclosure
1381,5,99.0,High chance of foreclosure
1382,1,100.0,"High chance of foreclosure, Unpaid taxes"
1383,9,100.0,"High chance of foreclosure, Unpaid taxes"
1384,9,100.0,High chance of foreclosure
1385,3,100.0,"High chance of foreclosure, Unpaid taxes"
1386,7,100.0,"High chance of foreclosure, Unpaid taxes"
1387,9,100.0,"High chance of foreclosure, Unpaid taxes"
1388,0,100.0,High chance of foreclosure
1389,8,100.0,"High chance of foreclosure, Negative equity"
1390,1,100.0,"High chance of foreclosure, Negative equity"
1391,0,100.0,High chance of foreclosure
1392,4,100.0,"High chance of foreclosure, Unpaid taxes"
1393,2,100.0,High chance of foreclosure
1394,6,100.0,High chance of foreclosure
1395,0,99.5,"High chance of foreclosure, Negative equity"
1396,3,100.0,"High chance of foreclosure, Negative equity"
1397,1,100.0,High chance of foreclosure
1398,4,100.0,High chance of foreclosure
1399,9,100.0,"High chance of foreclosure, Negative equity"
1400,2,100.0,"High chance of foreclosure, Unpaid taxes"
1401,7,100.0,"High chance of foreclosure, Unpaid taxes"
1402,3,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1403,1,100.0,"High chance of foreclosure, Unpaid taxes"
1404,7,100.0,High chance of foreclosure
1405,7,100.0,"High chance of foreclosure, Unpaid taxes"
1406,4,100.0,"High chance of foreclosure, Unpaid taxes"
1407,4,100.0,High chance of foreclosure
1408,8,100.0,"High chance of foreclosure, Unpaid taxes"
1409,9,98.0,High chance of foreclosure
1410,5,100.0,"High chance of foreclosure, Unpaid taxes"
1411,9,100.0,"High chance of foreclosure, Unpaid taxes"
1412,5,100.0,"High chance of foreclosure, Unpaid taxes"
1413,0,100.0,"High chance of foreclosure, Unpaid taxes"
1414,9,100.0,High chance of foreclosure
1415,1,100.0,High chance of foreclosure
1416,5,100.0,"High chance of foreclosure, Unpaid taxes"
1417,3,100.0,"High chance of foreclosure, Unpaid taxes"
1418,4,100.0,High chance of foreclosure
1419,1,100.0,High chance of foreclosure
1420,0,97.5,High chance of foreclosure
1421,3,100.0,"High chance of foreclosure, Unpaid taxes"
1422,9,100.0,"High chance of foreclosure, Unpaid taxes"
1423,4,98.5,High chance of foreclosure
1424,4,100.0,"High chance of foreclosure, Negative equity"
1425,4,100.0,"High chance of foreclosure, Unpaid taxes"
1426,7,100.0,"High chance of foreclosure, Unpaid taxes"
1427,0,100.0,High chance of foreclosure
1428,1,100.0,"High chance of foreclosure, Unpaid taxes"
1429,8,100.0,"High chance of foreclosure, Unpaid taxes"
1430,6,100.0,"High chance of foreclosure, Unpaid taxes"
1431,7,100.0,High chance of foreclosure
1432,8,99.5,High chance of foreclosure
1433,0,100.0,High chance of foreclosure
1434,8,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1435,9,100.0,"High chance of foreclosure, Unpaid taxes"
1436,3,100.0,"High chance of foreclosure, Unpaid taxes"
1437,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1438,9,100.0,High chance of foreclosure
1439,1,100.0,High chance of foreclosure
1440,5,100.0,"High chance of foreclosure, Unpaid taxes"
1441,4,100.0,"High chance of foreclosure, Unpaid taxes"
1442,7,100.0,"High chance of foreclosure, Unpaid taxes"
1443,8,100.0,High chance of foreclosure
1444,6,100.0,High chance of foreclosure
1445,0,100.0,"High chance of foreclosure, Unpaid taxes"
1446,6,100.0,High chance of foreclosure
1447,4,100.0,"High chance of foreclosure, Unpaid taxes"
1448,9,100.0,"High chance of foreclosure, Unpaid taxes"
1449,5,100.0,High chance of foreclosure
1450,8,100.0,"High chance of foreclosure, Unpaid taxes"
1451,9,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1452,7,100.0,"High chance of foreclosure, Negative equity"
1453,6,100.0,High chance of foreclosure
1454,4,100.0,High chance of foreclosure
1455,9,100.0,"High chance of foreclosure, Negative equity"
1456,9,100.0,High chance of foreclosure
1457,0,100.0,High chance of foreclosure
1458,9,100.0,High chance of foreclosure
1459,6,100.0,High chance of foreclosure
1460,5,100.0,"High chance of foreclosure, Unpaid taxes"
1461,0,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1462,2,100.0,"High chance of foreclosure, Unpaid taxes"
1463,5,100.0,"High chance of foreclosure, Negative equity"
1464,5,100.0,High chance of foreclosure
1465,8,100.0,"High chance of foreclosure, Unpaid taxes"
1466,7,100.0,"High chance of foreclosure, Unpaid taxes"
1467,5,100.0,High chance of foreclosure
1468,9,100.0,"High chance of foreclosure, Unpaid taxes"
1469,0,100.0,"High chance of foreclosure, Unpaid taxes"
1470,0,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1471,8,100.0,"High chance of foreclosure, Unpaid taxes"
1472,5,100.0,High chance of foreclosure
1473,6,100.0,"High chance of foreclosure, Negative equity"
1474,5,100.0,"High chance of foreclosure, Unpaid taxes"
1475,9,100.0,High chance of foreclosure
1476,5,100.0,"High chance of foreclosure, Unpaid taxes"
1477,7,100.0,High chance of foreclosure
1478,8,100.0,"High chance of foreclosure, Unpaid taxes"
1479,1,100.0,High chance of foreclosure
1480,6,100.0,High chance of foreclosure
1481,2,100.0,High chance of foreclosure
1482,4,100.0,"High chance of foreclosure, Unpaid taxes"
1483,8,100.0,"High chance of foreclosure, Unpaid taxes"
1484,0,100.0,"High chance of foreclosure, Unpaid taxes"
1485,5,100.0,High chance of foreclosure
1486,0,100.0,"High chance of foreclosure, Unpaid taxes"
1487,8,100.0,"High chance of foreclosure, Unpaid taxes"
1488,4,100.0,"High chance of foreclosure, Negative equity"
1489,0,100.0,"High chance of foreclosure, Unpaid taxes"
1490,7,100.0,"High chance of foreclosure, Unpaid taxes"
1491,3,99.5,High chance of foreclosure
1492,4,100.0,"High chance of foreclosure, Unpaid taxes"
1494,3,100.0,High chance of foreclosure
1495,5,100.0,"High chance of foreclosure, Unpaid taxes"
1496,8,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1497,3,100.0,"High chance of foreclosure, Unpaid taxes"
1498,2,99.5,"High chance of foreclosure, Unpaid taxes"
1499,5,100.0,"High chance of foreclosure, Unpaid taxes"
1500,4,100.0,"High chance of foreclosure, Unpaid taxes"
1501,1,100.0,"High chance of foreclosure, Unpaid taxes"
1502,8,100.0,High chance of foreclosure
1503,3,100.0,High chance of foreclosure
1504,0,100.0,High chance of foreclosure
1505,5,99.5,High chance of foreclosure
1506,2,100.0,"High chance of foreclosure, Unpaid taxes"
1507,4,100.0,"High chance of foreclosure, Unpaid taxes"
1508,6,100.0,"High chance of foreclosure, Unpaid taxes"
1509,3,100.0,"High chance of foreclosure, Unpaid taxes"
1510,9,100.0,"High chance of foreclosure, Unpaid taxes"
1511,2,100.0,"High chance of foreclosure, Unpaid taxes"
1512,9,100.0,High chance of foreclosure
1513,9,100.0,"High chance of foreclosure, Unpaid taxes"
1514,0,100.0,"High chance of foreclosure, Unpaid taxes"
1515,0,100.0,High chance of foreclosure
1516,4,100.0,High chance of foreclosure
1517,9,100.0,"High chance of foreclosure, Unpaid taxes"
1518,0,100.0,"High chance of foreclosure, Unpaid taxes"
1519,0,100.0,"High chance of foreclosure, Unpaid taxes"
1520,3,100.0,"High chance of foreclosure, Negative equity"
1521,4,98.0,High chance of foreclosure
1523,3,100.0,"High chance of foreclosure, Unpaid taxes"
1524,9,100.0,"High chance of foreclosure, Unpaid taxes"
1525,0,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1526,3,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1527,3,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1528,7,100.0,"High chance of foreclosure, Unpaid taxes"
1529,8,100.0,"High chance of foreclosure, Unpaid taxes"
1530,6,100.0,High chance of foreclosure
1531,2,100.0,"High chance of foreclosure, Unpaid taxes"
1532,9,100.0,"High chance of foreclosure, Unpaid taxes"
1533,0,100.0,"High chance of foreclosure, Unpaid taxes"
1534,9,100.0,"High chance of foreclosure, Unpaid taxes"
1535,9,100.0,High chance of foreclosure
1536,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1537,9,100.0,High chance of foreclosure
1538,7,100.0,"High chance of foreclosure, Unpaid taxes"
1539,3,99.0,High chance of foreclosure
1540,1,100.0,"High chance of foreclosure, Unpaid taxes"
1542,0,100.0,"High chance of foreclosure, Unpaid taxes"
1543,7,100.0,"High chance of foreclosure, Negative equity"
1544,3,100.0,"High chance of foreclosure, Unpaid taxes"
1545,6,100.0,"High chance of foreclosure, Unpaid taxes"
1546,2,100.0,"High chance of foreclosure, Unpaid taxes"
1547,0,100.0,"High chance of foreclosure, Negative equity"
1548,9,100.0,High chance of foreclosure
1549,5,100.0,High chance of foreclosure
1550,8,100.0,High chance of foreclosure
1551,4,100.0,High chance of foreclosure
1552,8,100.0,"High chance of foreclosure, Unpaid taxes"
1553,5,100.0,"High chance of foreclosure, Negative equity"
1554,1,100.0,"High chance of foreclosure, Unpaid taxes"
1555,2,100.0,"High chance of foreclosure, Unpaid taxes"
1556,3,100.0,"High chance of foreclosure, Unpaid taxes"
1557,1,100.0,High chance of foreclosure
1558,6,100.0,High chance of foreclosure
1559,4,100.0,"High chance of foreclosure, Negative equity"
1560,1,100.0,"High chance of foreclosure, Unpaid taxes"
1561,4,100.0,High chance of foreclosure
1562,4,100.0,High chance of foreclosure
1563,1,100.0,"High chance of foreclosure, Unpaid taxes"
1564,1,100.0,High chance of foreclosure
1565,7,100.0,High chance of foreclosure
1566,0,100.0,"High chance of foreclosure, Unpaid taxes"
1567,0,100.0,High chance of foreclosure
1568,8,100.0,"High chance of foreclosure, Unpaid taxes"
1569,4,100.0,High chance of foreclosure
1570,2,100.0,High chance of foreclosure
1571,9,100.0,High chance of foreclosure
1572,7,99.0,High chance of foreclosure
1573,3,100.0,"High chance of foreclosure, Unpaid taxes"
1574,3,100.0,"High chance of foreclosure, Unpaid taxes"
1575,2,100.0,"High chance of foreclosure, Unpaid taxes"
1576,9,100.0,"High chance of foreclosure, Unpaid taxes"
1577,6,100.0,"High chance of foreclosure, Unpaid taxes"
1578,8,99.5,High chance of foreclosure
1579,9,98.5,High chance of foreclosure
1580,6,100.0,High chance of foreclosure
1581,6,100.0,High chance of foreclosure
1582,7,100.0,"High chance of foreclosure, Unpaid taxes"
1583,7,100.0,"High chance of foreclosure, Unpaid taxes"
1584,5,100.0,"High chance of foreclosure, Unpaid taxes"
1585,3,100.0,High chance of foreclosure
1586,1,100.0,High chance of foreclosure
1587,8,100.0,"High chance of foreclosure, Unpaid taxes"
1588,3,100.0,High chance of foreclosure
1589,6,100.0,"High chance of foreclosure, Unpaid taxes"
1590,6,100.0,"High chance of foreclosure, Unpaid taxes"
1591,0,100.0,"High chance of foreclosure, Unpaid taxes"
1592,7,98.0,High chance of foreclosure
1593,8,99.5,High chance of foreclosure
1594,3,100.0,"High chance of foreclosure, Unpaid taxes"
1595,0,100.0,"High chance of foreclosure, Unpaid taxes"
1596,6,100.0,"High chance of foreclosure, Unpaid taxes"
1597,5,100.0,"High chance of foreclosure, Unpaid taxes"
1598,1,100.0,"High chance of foreclosure, Negative equity"
1599,5,100.0,"High chance of foreclosure, Unpaid taxes"
1600,9,100.0,"High chance of foreclosure, Unpaid taxes"
1601,9,100.0,"High chance of foreclosure, Unpaid taxes"
1602,3,100.0,"High chance of foreclosure, Unpaid taxes"
1603,3,100.0,High chance of foreclosure
1604,2,100.0,"High chance of foreclosure, Negative equity"
1605,6,100.0,"High chance of foreclosure, Unpaid taxes"
1606,4,100.0,"High chance of foreclosure, Unpaid taxes"
1607,3,100.0,"High chance of foreclosure, Unpaid taxes"
1608,9,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1609,3,100.0,High chance of foreclosure
1610,7,100.0,"High chance of foreclosure, Unpaid taxes"
1611,4,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1612,1,100.0,High chance of foreclosure
1613,5,100.0,High chance of foreclosure
1614,9,100.0,"High chance of foreclosure, Unpaid taxes"
1615,5,100.0,"High chance of foreclosure, Unpaid taxes"
1616,3,100.0,"High chance of foreclosure, Unpaid taxes"
1617,2,100.0,High chance of foreclosure
1618,7,100.0,"High chance of foreclosure, Unpaid taxes"
1619,3,100.0,High chance of foreclosure
1620,7,100.0,High chance of foreclosure
1621,6,100.0,High chance of foreclosure
1622,0,100.0,"High chance of foreclosure, Unpaid taxes"
1623,5,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1625,1,100.0,"High chance of foreclosure, Unpaid taxes"
1626,9,100.0,"High chance of foreclosure, Negative equity"
1627,3,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1628,3,100.0,"High chance of foreclosure, Unpaid taxes"
1629,1,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1630,7,99.5,High chance of foreclosure
1631,5,100.0,"High chance of foreclosure, Unpaid taxes"
1632,4,100.0,"High chance of foreclosure, Unpaid taxes"
1633,9,100.0,"High chance of foreclosure, Unpaid taxes"
1634,1,100.0,"High chance of foreclosure, Unpaid taxes"
1635,4,100.0,"High chance of foreclosure, Unpaid taxes"
1636,8,100.0,High chance of foreclosure
1637,5,100.0,"High chance of foreclosure, Unpaid taxes"
1638,5,100.0,High chance of foreclosure
1639,9,100.0,"High chance of foreclosure, Unpaid taxes"
1640,3,100.0,High chance of foreclosure
1641,6,100.0,High chance of foreclosure
1642,2,100.0,"High chance of foreclosure, Unpaid taxes"
1643,8,98.0,High chance of foreclosure
1644,0,100.0,"High chance of foreclosure, Unpaid taxes"
1645,5,98.5,High chance of foreclosure
1646,1,100.0,"High chance of foreclosure, Unpaid taxes"
1647,6,100.0,"High chance of foreclosure, Unpaid taxes"
1648,6,100.0,"High chance of foreclosure, Unpaid taxes, Negative equity"
1649,9,100.0,High chance of foreclosure
1650,9,100.0,High chance of foreclosure
1651,1,100.0,High chance of foreclosure
1652,2,100.0,"High chance of foreclosure, Unpaid taxes"
1653,2,100.0,"High chance of foreclosure, Unpaid taxes"
1654,6,100.0,"High chance of foreclosure, Unpaid taxes"
1655,6,100.0,High chance of foreclosure
1656,5,98.5,High chance of foreclosure
1657,9,100.0,"High chance of foreclosure, Unpaid taxes"
1658,6,100.0,"High chance of foreclosure, Unpaid taxes"
1659,1,99.0,High chance of foreclosure
1660,9,100.0,High chance of foreclosure
1661,3,100.0,High chance of foreclosure
1662,9,100.0,"High chance of foreclosure, Unpaid taxes"
1663,6,100.0,High chance of foreclosure
